h_comment,h_date,h_name,h_rating,h_reviewer_name,h_title_comment
"Vật chất khách sạn khá tốt từ phòng ốc, hồ bơi, quán bar. Nhưng sẽ tuyệt vời hơn nếu như nhân viên được huấn luyện thêm một tí nữa. Đặc biệt là lễ tân. Khâu nhận phòng quá ư thiết chuyên nghiệp. Khách đợi rất lâu để nhận phòng trong khi tại sảnh ghi nhận chỉ có một mình khách (thời điểm không đông). Mọi thứ vẫn ổn cho đến ngày thứ 2 khách đi du lịch đảo về phát hiện phòng của mình có một mùi kinh khủng và hoàn toàn không thể thở được. Khách gọi điện xuống lễ tân nhờ trợ giúp kiểm tra, và hối rất nhiều lần, tầm 1 tiếng sau có người lên kiểm tra, họ cũng xác nhận với tôi không thể khắc phục được trong thời gian ngắn và báo xuống lễ tân xin đổi phòng. Tầm nữa tiếng sau các bạn lễ tân gọi lên hỏi lại tôi kết quả, và 1 tiếng sau tôi có bực đòi gặp người có thể giải quyết vấn đề của  tôi mình vì gia đình tôi đứng ở hành lang đợi kết quả, hầu như các bạn lễ tân dửng dưng trong khi gia đình tôi có con nhỏ dưới 2 tuổi và đến khi bực mình thì tôi nhận được đổi phòng khác gia đình tôi ở 2 phòng và 2 tầng khác nhau và tự gồmg gánh đồ đặc của nhà mình lên và không có bất kỳ sự trợ giúp nào cứ như lỗi của tôi gây ra. Biết là sự cố sẽ không tránh khỏi cái cách của các bạn xử lý sự cố thật sự có vấn đề. 2 tiếng cho gia đình khách chơ trọi ở hành lang không một ai trợ giúp và đầu dây lễ tân trả lời đợi một chút cho khắch cảm giác không thoải mái lắm. Đồ ăn sáng ít và thật sự không chất lượng trên món ăn. Tôi mong cấp quản lý đọc được nhận xét của tôi, vì thấy trang thiết bị và nội thất của các bạn đầu tư vào khách sạn này rất chỉnh chu, chứng tỏ người đứng đầu ở đây khá toàn tâm toàn ý với khách sạn. Đây là trãi ngiệm không ổn của tôi trong thời gian lưu trú 3 đêm ở đây. Tôi thật sự muốn khách sạn tốt hơn khi tôi quay lại và mọi người đến đây có trải nghiệp tốt hơn",  thg 8 2022,Khách sạn Regalia Gold,ui_bubble_rating bubble_30,Hung N,"Vật chất khách sạn tốt, nhưng các nhân viên ở đây dừng như thiếu chuyên nghiệp"
"Nhà mình vừa đi Nha trang cuối tháng 7 vừa rồi. Nói chung phòng khách sạn và đồ dùng mới, sạch sẽ. Diện tích phòng phù hợp với giá tiền. Có bể bơi ngoài trời, 2 phòng xông hơi ướt và khô + bể sục jacuzzi nên trẻ con rất thích, phù hợp với gia đình và cặp đôi. Nhân viên nhiệt tình, thân thiện. Tuy nhiên đồ ăn sáng thì không được phong phú lắm và phòng gym thì trẻ con lại không được vào tập cùng bố mẹ. Nói chung là tốt.",  thg 8 2016,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,thuquynh2772,Phòng khách sạn
"Gia đình chúng tôi gồm 3 thế hệ rất hài lòng về khách sạn Alana. Phòng khách sạn khá vừa vặn và sạch sẽ, ấm cũng. Vị trí khách sạn ở trung tâm, thuận tiện đi lại. Tuy đi vào mùa cao điểm nhưng chúng tôi vẫn được sắp xếp các phòng ở cạnh nhau. Nhân viên rất thân thiện.",  thg 7 2016,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Hong Van L,Khách sạn ở trung tâm và khá ấm cúng
"Nằm ở rìa của dải chính, nó cách xa sự hối hả và nhộn nhịp của khách du lịch. . . tuy nhiên nó nằm ngay trên một con đường đông đúc và có tiếng ồn giao thông khá liên tục.  Chúng tôi đã nâng cấp lên phòng Deluxe Ocean, mà chúng tôi cảm thấy là bước đi đúng đắn. Phòng có kích thước tốt với ghế sofa 2 người, giường Kingsize, tủ quần áo lớn và phòng tắm riêng. Quán bar nhỏ và các tiện nghi pha trà / cà phê thông thường.  Cũng như một số đánh giá khác có điểm tốt và xấu.  Tốt; Nhân viên thực sự thân thiện và luôn sẵn sàng hỗ trợ. Khách sạn, hồ bơi và phòng được giữ sạch sẽ. Giường rất thoải mái và tốt nhất chúng tôi ngủ trong chuyến đi của chúng tôi. Lựa chọn tốt các món ăn quốc tế được cung cấp cho & được hoặc mua cho bữa trưa / bữa tối, v.v. (Hãy thử món bít tết cho bữa ăn tối -",  thg 2 2020,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_40,Ross3357,Khách sạn bên bờ biển đẹp
"Tôi có một số cảm xúc lẫn lộn với khách sạn này. Nhưng nói chung - họ chủ yếu là về mặt tốt! Hãy bắt đầu với những người: Nhân viên là hữu ích mà luôn luôn tốt đẹp. Họ đã cố gắng hết sức để làm cho chúng tôi thoải mái. Ngay cả trước khi đi du lịch ở đó, họ rất hữu ích với việc sắp xếp limo khách sạn từ sân bay. Người lái xe lịch sự và xe không tì vết. Rất khuyến khích điều này trên xe buýt từ sân bay. Phòng của chúng tôi ở trên tầng 8 nhìn ra biển. Điều đó thật tuyệt, mặc dù tiếng ồn trên đường phố hầu như suốt 24 giờ. Chúng tôi đã nhận được đồ uống chào mừng cho quán bar trên mái nhà (mà trong đầu tôi có nghĩa là bia hoặc một cái gì đó) nhưng đó chỉ là một loại trà. Thở dài. . .  Bữa sáng tự chọn được dự trữ tốt với tất cả các loại thực phẩm và trái cây và đồ uống lục địa và",  thg 2 2020,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_30,Milan011,Khách sạn tốt
"Tôi là khách ở phòng 9111, prime suite 6 ngày Tết và book thêm phòng grand ocean cho người nhà ở cùng nhưng dịch vụ có nhiều thứ ko ổn: - Phòng mùi keo dán thảm/tường rất nồng, rất khó chịu. - Nước nóng thường xuyên bị mất. - Quạt gió điều hoà rất ồn, thậm chí đêm đầu tiên ngủ chưa quen nên cả nhà ko ngủ đc. - Thang máy th xuyên quá tải, khách phải chờ rất lâu. - Nhân viên hỗ trợ ko chu đáo (Xin check in sớm và check out sớm nói nhớ gọi cho anh nếu đc nhưng ko gọi)",  thg 1 2023,Khách Sạn Diamond Bay,ui_bubble_rating bubble_20,Quy Tran,Trải nghiệm bực mình trong kỳ nghỉ Tết Nguyên Đán 2023.
"Khách sạn mới, trang bị nội thất đẹp, nhân viên thân thiện và phục vụ tốt Khách sạn có vị trí đẹp, gần bãi biển trung tâm Nha Trang (chỉ đi bộ mấy bước chân là tới), gần khu phố tây sầm uất. Nói chung rất đáng cân nhắc lựa chọn",  thg 5 2016,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Vietthang,Lựa chọn hợp lý
"Chúng tôi ở lại Mia cho tuần trăng mật của chúng tôi trong một biệt thự trên đỉnh vách đá. Các biệt thự là tuyệt vời và hồ bơi riêng là tuyệt vời (chắc chắn phải). Chúng tôi yêu bãi biển và hai khu nghỉ mát. Dịch vụ này cũng rất tuyệt vời, với các chuyến xe buggy xung quanh khu nghỉ mát, xe đưa đón miễn phí vào thành phố, dịch vụ phòng nhanh, các tour du lịch thú vị và đội ngũ nhân viên thân thiện.  Lý do duy nhất tôi cho khu nghỉ mát này là 4/5 thay vì 5/5 là vì nó được đưa vào một con đường chính, và nếu bạn ở trong bất kỳ biệt thự nào trên đường (tức là vách đá) thì tiếng ồn từ đường khá ồn ào - đôi khi đủ to để nghe bên trong. Thật không may, không có nhiều họ có thể làm về việc này. Nếu tôi đã biết về điều này trước khi chúng tôi đến, có lẽ chúng tôi sẽ không đến, điều đó",  thg 8 2018,Mia Resort Nha Trang,ui_bubble_rating bubble_40,smstephe,Khu nghỉ mát đẹp
"Khách sạn sạch sẽ tuyệt vời ở nơi thuận tiện gần biển và nhà hàng với những công nhân tốt bụng và hữu ích. Đặc biệt, cảm ơn rất nhiều vì đã tiếp đón đội ngũ nhân viên tốt bụng: Fiona và Canary, người đã giúp chúng tôi mỗi ngày trả lời các câu hỏi của chúng tôi, các chuyến đi được tổ chức, đặt taxi từ và đến khách sạn, Đặc biệt cảm ơn bạn rất nhiều để mỉm cười, nhân viên nhà hàng chăm chỉ, tốt bụng: Thái, Kiên và Trường cho các quán cà phê, sữa chua và sinh tố xoài ngon :) Hẹn gặp lại vào năm 2020 :)",  thg 8 2019,Dendro Gold Hotel,ui_bubble_rating bubble_40,Marek B,Kì nghỉ hè 2019
"Tốt, sạch sẽ khách sạn mới, nhân viên thân thiện tốt đẹp với dịch vụ tuyệt vời. Các nhân viên làm cho khách như chúng tôi cảm thấy được chào đón và họ cố gắng hết sức để đảm bảo rằng chúng tôi có một kỳ nghỉ đáng nhớ và tận hưởng kỳ nghỉ của chúng tôi tại nha trang.",  thg 1 2019,Dendro Gold Hotel,ui_bubble_rating bubble_40,Venice C,Ở lại tận hưởng
"Khách sạn còn rất mới ! Nội thất nhìn chung OK ! Nằm trong khu phố Tây , gần biển nên thuận tiện việc tham quan ! Nhân viên nhiệt tình & thân thiện ! Hồ bơi đẹp tuy nhỏ.! Điểm trừ buổi sáng tự chọn thức ăn không được phong phú ! Bạn nên chọn các phòng tầng cao nhất để có View đẹp nhất !(nhìn được quang cảnh biển & thành phố )",  thg 11 2015,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Lax_LeHoang,Khu phố Tây - gần biển - giá cả hợp lý
"Điều đầu tiên bạn cần biết về khách sạn này là nó nằm cạnh câu lạc bộ / câu lạc bộ đêm nổi tiếng nhất ở Nha Trang, nơi phát nhạc đến 2 giờ 30 sáng! ! ! Bạn được cung cấp nút tai nhưng họ không thể tránh được mức độ ồn khoảng 50/60 decibel này! ! !  Hình ảnh của khách sạn trên trang web don don phản ánh tình trạng chung của việc sửa chữa / buồn tẻ, mòn và cảm giác buồn tẻ của các phòng.  Công bằng mà nói, các nhân viên rất thân thiện và hữu ích.  Các lựa chọn bữa sáng rất hạn chế cho khách phương Tây. Thức ăn hết rất nhanh và ngoài bánh sừng bò và trứng tráng thì không có gì thú vị khác, trà lạnh như đá. Họ dường như cũng thực hiện chính sách một lần - đó là - đã biến mất - đó là chính sách của bữa tiệc buffet với rất nhiều thứ đã hết ngay cả một giờ trước khi bữa sáng kết thúc. ",  thg 8 2019,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_20,Niamh,TUYỆT VỜI HẤP DẪN Ở ĐÊM
"tôi rất thích khách sạn này vì khách sạn san trọng, có tắm bùn, spa. Hôm đặt phòng là có ban công nhưng khi nhận phòng không có, lễ tân trả lời là phòng deluxe hướng biển. Hơi thất vọng một chút. Xung quanh khách sạn có nhiều công trình thi công ồn ào, nhiều bụi",  thg 9 2017,Galina Hotel & Spa,ui_bubble_rating bubble_30,275_nq,khách sạn đẹp có tắm bùn
"Rất tốt. Phòng ở sạch sẽ, rộng rãi, tuy nhiên phòng tắm còn thiếu dao cạo râu! 😁. Nhân viên vui vẻ, lịch sự. Ăn sáng khá ngon, nhiều món, phòng ăn rộng rãi. Lần sau có dịp công tác sẽ ghé lại . Chúc mọi người sức khỏe.",  thg 8 2022,Khách sạn Mường Thanh Luxury Viễn Triều Nha Trang,ui_bubble_rating bubble_40,Tttyyyjhgvhkkvcjlnvc,Công tác
"Nhân viên nhiệt tình. Phòng dọn sạch. Tài xế nhiệt tình đón đưa đúng hẹn. Đồ ăn sáng chưa phong phú. Gội đầu chưa tốt. Vị trí khách sạn hơi xa trung tâm, xa các nhà hàng và quán ăn ngon. Cảm ơn khách sạn đã giúp gia đình chúng tôi có chuyến du lịch với trải nghiệm thú vị.",  thg 8 2022,Khách sạn Mường Thanh Luxury Viễn Triều Nha Trang,ui_bubble_rating bubble_40,nguyenthanhhuong2022,Vui vẻ
Mình đã đi du lịch cùng gia đình vào tháng 9 và ở tại khách sạn Le’s Cham này. Nhân viên phục vụ rất nhiệt tình và thân thiện. Gia đình mình rất thích cách bài trí phòng ở đây. Rất hy võng sẽ quay lại đây một lần nữa.,  thg 10 2020,Le's Cham Hotel,ui_bubble_rating bubble_40,Yến Như,Đây là một khách sạn đẹp
"Chúng tôi ở lại Dendro Gold vì chúng tôi tìm thấy một thỏa thuận tốt vào phút cuối trên Agoda. Xem xét giá thấp chúng tôi trả, khách sạn là thỏa đáng. Tuy nhiên, chúng tôi chắc chắn sẽ không khuyên bạn nên ở đó với giá đầy đủ. Dịch vụ rất tuyệt, có vẻ như họ biết khách sạn rất tuyệt vời nên họ cố gắng hết sức để bù đắp cho dịch vụ đó và nó được đánh giá cao (đặc biệt là vì có vẻ như các khách sạn ở Việt Nam không nổi tiếng về dịch vụ). Chúng tôi đã được nâng cấp miễn phí, mặc dù chúng tôi đã đặt một phòng sang trọng với tầm nhìn ra ban công ra biển (vì vậy tôi không chắc phòng đó khác nhau như thế nào - họ nói rằng họ đang cho chúng tôi một bộ nhưng có vẻ như là một phòng thông thường) . Phòng tập thể dục có thiết bị tốt nhưng nó có mùi khá tệ và không có nước, và phòng tắm gần",  thg 1 2019,Dendro Gold Hotel,ui_bubble_rating bubble_30,DSK,Đặt trước giảm giá - hài lòng
"Khách sạn có một vị trí tốt gần bãi biển, trong khoảng cách đi bộ. Các bữa ăn sáng là rất tốt với rất nhiều sự lựa chọn cả châu Âu và châu Á. Tôi muốn nói lời cảm ơn đến các nhân viên tuyệt vời đặc biệt là Kiên và Nhi. Chúng rất hữu ích và gửi thêm dặm cho chúng tôi. Tôi khuyên bạn nên khách sạn này cho những người tìm kiếm một khách sạn gần một bãi biển có tiêu chuẩn tốt và giá cả phải chăng.",  thg 11 2018,Dendro Gold Hotel,ui_bubble_rating bubble_40,Maggisia,Khách sạn tốt với đội ngũ nhân viên tuyệt vời
"Khách sạn rất đẹp nằm ở trung tâm Nha Trang. Các phòng đã được đáng yêu với các tiện nghi thông thường: tiện nghi phòng tắm, mini bar, điều hòa không khí.  Trong khi tôi ở đó, việc xây dựng một khách sạn mới ngay bên cạnh nó đang diễn ra, do đó, có tiếng ồn làm gián đoạn khi sử dụng hồ bơi trên tầng thượng trong ngày.  Đó là một khách sạn đáng yêu mặc dù và các nhân viên rất thân thiện.",  thg 7 2018,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Warmie_79,Khách sạn đáng yêu
"Bạn bè của tôi và tôi đến từ Malasia dành 3 đêm ở đây và thỏa mãn với các dịch vụ khách sạn về nhân viên thân thiện, sự sạch sẽ và đồ uống chào đón.  Có một nhân viên tên Cô Ngân đã tự nguyện liên lạc với hướng dẫn viên của tôi thay mặt khi cô ấy nhìn tôi đợi ở sảnh và biết rằng tôi đang đợi hướng dẫn viên của tôi (hướng dẫn viên của tôi đã trễ hơn nửa giờ). Bên cạnh đó, cô ấy cũng chia sẻ một vài địa điểm thú vị để ghé thăm trong khi tôi đang chờ hướng dẫn viên của mình. Sự hiếu khách loại sẽ không bao giờ ít hơn!  Tuy nhiên, cá nhân tôi nghĩ rằng sự lựa chọn của bữa ăn sáng trong khách sạn là không nhiều. Ngoài ra, mọi thứ đều ổn.",  thg 7 2018,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,xiaoy49,Trải nghiệm tuyệt vời tại khách sạn Alana Nha Trang Beach!
